CODIGO,poblacion_estudio,nbs,umbral,moderada,indigente,marginal,nbs_porcentaje,umbral_porcentaje,moderada_porcentaje,marginal_porcentaje,indigente_porcentaje,pobre,pobre_porcentaje,no_pobre,no_pobre_porcentaje,año,DEPARTAMENTO,PROVINCIA,MUNICIPIO
020701,18372,781,3317,8254,5625,395,4.251034,18.054648,44.927063,2.150011,30.617244,14274,77.69431743958197,4098,22.305682560418028,2012,LA PAZ,FRANZ TAMAYO,APOLO
020702,5892,159,815,3060,1703,155,2.698574,13.832315,51.934827,2.630686,28.903598,4918,83.46911065852002,974,16.530889341479973,2012,LA PAZ,FRANZ TAMAYO,PELECHUCO
020702,5001,9,41,1347,3279,325,0.1799640071985603,0.8198360327934412,26.934613077384522,6.498700259948011,65.56688662267547,4951,99.00019996000799,50,0.9998000399920102,2001,LA PAZ,FRANZ TAMAYO,PELECHUCO
020801,77981,15079,21225,32306,9178,193,19.336762,27.218169,41.42804,0.247496,11.769534,41677,53.44506995293725,36304,46.55493004706275,2012,LA PAZ,INGAVI,VIACHA
020801,44558,1393,7951,18644,15972,598,3.126262399569101,17.844158175860674,41.8420934512321,1.3420710085730958,35.84541496476503,35214,79.02957942457022,9344,20.970420575429785,2001,LA PAZ,INGAVI,VIACHA
020802,7117,111,526,3171,3180,129,1.5596459182239708,7.390754531403681,44.55529015034425,1.8125614725305605,44.68174792749754,6480,91.04959955037235,637,8.95040044962765,2001,LA PAZ,INGAVI,GUAQUI
020802,6950,495,1602,3871,953,29,7.122302,23.05036,55.697842,0.417266,13.71223,4853,69.82733812949641,2097,30.172661870503596,2012,LA PAZ,INGAVI,GUAQUI
020803,10967,77,335,2745,7101,709,0.7021063189568706,3.0546184006565147,25.029634357618306,6.464849092732744,64.74879183003556,10555,96.24327528038663,412,3.7567247196133735,2001,LA PAZ,INGAVI,TIAHUANACU
020803,12039,408,1712,7363,2512,44,3.388986,14.22045,61.159565,0.365479,20.86552,9919,82.39056400033226,2120,17.609435999667745,2012,LA PAZ,INGAVI,TIAHUANACU
020804,4823,79,976,2951,811,6,1.6379846568525813,20.236367406178726,61.18598382749326,0.12440389798880364,16.815260211486628,3768,78.12564793696869,1055,21.87435206303131,2001,LA PAZ,INGAVI,DESAGUADERO
020804,6730,571,2089,3398,664,8,8.484398,31.040119,50.490342,0.118871,9.86627,4070,60.475482912332836,2660,39.524517087667164,2012,LA PAZ,INGAVI,DESAGUADERO
020805,5976,65,487,3724,1653,47,1.087684,8.149264,62.31593,0.786479,27.660643,5424,90.76305220883535,552,9.236947791164658,2012,LA PAZ,INGAVI,SAN ANDRES DE MACHACA
020805,6224,0,47,1521,4376,280,0,0.7551413881748072,24.437660668380463,4.4987146529562985,70.30848329048844,6177,99.2448586118252,47,0.7551413881748061,2001,LA PAZ,INGAVI,SAN ANDRES DE MACHACA
020806,14755,272,1693,10080,2641,69,1.843443,11.474077,68.315825,0.467638,17.899017,12790,86.68248051507963,1965,13.317519484920364,2012,LA PAZ,INGAVI,JESUS DE MACHACA
020806,13125,42,254,3736,8827,266,0.32,1.935238095238095,28.464761904761904,2.0266666666666664,67.25333333333333,12829,97.7447619047619,296,2.2552380952380986,2001,LA PAZ,INGAVI,JESUS DE MACHACA
020807,5863,18,53,1605,3970,217,0.3070100631076241,0.9039740747057821,27.375063960429813,3.7011768719085794,67.7127750298482,5792,98.78901586218659,71,1.210984137813412,2001,LA PAZ,INGAVI,TARACO
020807,6527,115,843,4635,923,11,1.761912,12.915581,71.012716,0.168531,14.141259,5569,85.32250651141413,958,14.677493488585874,2012,LA PAZ,INGAVI,TARACO
020901,8879,33,278,4493,3949,126,0.3716634756166235,3.1309832188309494,50.60254533168149,1.4190787250816534,44.47572924878928,8568,96.49735330555242,311,3.502646694447577,2001,LA PAZ,LOAYZA,LURIBAY
020901,11011,372,2178,6430,1965,66,3.37844,19.78022,58.396149,0.599401,17.845791,8461,76.84134047770411,2550,23.158659522295885,2012,LA PAZ,LOAYZA,LURIBAY
020902,12305,207,1116,7251,3563,168,1.682243,9.069484,58.927265,1.365299,28.955709,10982,89.24827305973182,1323,10.751726940268183,2012,LA PAZ,LOAYZA,SAPAHAQUI
020902,11672,9,100,3556,7887,120,0.07710760795065112,0.8567511994516792,30.466072652501712,1.0281014393420151,67.57196710075394,11563,99.06614119259767,109,0.9338588074023306,2001,LA PAZ,LOAYZA,SAPAHAQUI
020903,7189,158,565,4561,1855,50,2.197802,7.859229,63.444151,0.695507,25.803311,6466,89.94296842398109,723,10.057031576018918,2012,LA PAZ,LOAYZA,YACO
020903,7813,2,27,500,6656,628,0.02559836170485089,0.34557788301548703,6.399590426212723,8.03788557532318,85.19134775374376,7784,99.62882375527965,29,0.3711762447203455,2001,LA PAZ,LOAYZA,YACO
020904,3720,0,3,549,2944,224,0,0.08064516129032258,14.758064516129032,6.021505376344086,79.13978494623656,3717,99.91935483870968,3,0.08064516129032029,2001,LA PAZ,LOAYZA,MALLA
020904,4976,171,804,3151,826,24,3.436495,16.157556,63.323955,0.482315,16.599678,4001,80.40594855305466,975,19.594051446945336,2012,LA PAZ,LOAYZA,MALLA
020905,11236,10,418,4728,5877,203,0.088999644001424,3.7201851192595234,42.07903168387326,1.8066927732289069,52.305090779636885,10808,96.19081523673906,428,3.8091847632609444,2001,LA PAZ,LOAYZA,CAIROMA
020905,11185,571,2068,6444,2036,66,5.105051,18.489048,57.612874,0.590076,18.20295,8546,76.40590075994636,2639,23.59409924005364,2012,LA PAZ,LOAYZA,CAIROMA
021001,14540,319,689,6684,6403,445,2.193948,4.738652,45.969739,3.060523,44.037139,13532,93.06740027510317,1008,6.932599724896836,2012,LA PAZ,INQUISIVI,INQUISIVI
021001,16035,83,241,2334,11264,2113,0.5176177112566261,1.5029622700343,14.555659494855005,13.17742438415965,70.24633613969442,15711,97.97942001870908,324,2.020579981290922,2001,LA PAZ,INQUISIVI,INQUISIVI
021002,7950,977,2403,3138,1352,80,12.289308,30.226415,39.471698,1.006289,17.006289,4570,57.484276729559745,3380,42.515723270440255,2012,LA PAZ,INQUISIVI,QUIME
021002,7298,90,756,3675,2753,24,1.2332145793368046,10.359002466429159,50.356261989586194,0.3288572211564812,37.72266374349137,6452,88.40778295423404,846,11.592217045765963,2001,LA PAZ,INQUISIVI,QUIME
021003,7622,29,352,3905,3293,43,0.38047756494358437,4.618210443453162,51.23327210705851,0.5641563893991078,43.203883495145625,7241,95.00131199160326,381,4.998688008396741,2001,LA PAZ,INQUISIVI,CAJUATA
021003,10198,690,2542,5994,940,32,6.766033,24.926456,58.776231,0.313787,9.217494,6966,68.30751127672093,3232,31.692488723279073,2012,LA PAZ,INQUISIVI,CAJUATA
021004,18123,141,1497,3083,10380,3022,0.7780168846217513,8.260221817579872,17.011532307013187,16.674943442034984,57.27528554875021,16485,90.96176129779838,1638,9.038238702201625,2001,LA PAZ,INQUISIVI,COLQUIRI
021004,18967,1884,3023,7963,5897,200,9.933042,15.938208,41.983445,1.054463,31.090842,14060,74.12874993409606,4907,25.87125006590394,2012,LA PAZ,INQUISIVI,COLQUIRI
021005,6773,5,82,1056,5063,567,0.07382253063635022,1.2106895024361437,15.591318470397164,8.371474974162114,74.75269452236823,6686,98.71548796692751,87,1.2845120330724882,2001,LA PAZ,INQUISIVI,ICHOCA
021005,7744,114,533,4097,2921,79,1.472107,6.882748,52.905475,1.020145,37.719525,7097,91.64514462809917,647,8.354855371900827,2012,LA PAZ,INQUISIVI,ICHOCA
021006,2706,59,279,1332,1027,9,2.1803399852180343,10.310421286031042,49.2239467849224,0.3325942350332594,37.95269770879527,2368,87.50923872875093,338,12.49076127124907,2001,LA PAZ,INQUISIVI,VILLA LIBERTAD LICOMA
021006,5458,89,1536,3040,743,50,1.630634,28.142177,55.698058,0.916086,13.613045,3833,70.22718944668377,1625,29.77281055331623,2012,LA PAZ,INQUISIVI,VILLA LIBERTAD LICOMA
021101,17369,1669,5460,9037,1174,29,9.609074,31.435316,52.029478,0.166964,6.759169,10240,58.955610570556736,7129,41.044389429443264,2012,LA PAZ,SUD YUNGAS,CHULUMANI
021101,12580,497,2825,8340,918,0,3.950715421303656,22.456279809220987,66.29570747217805,0,7.297297297297297,9258,73.59300476947536,3322,26.406995230524643,2001,LA PAZ,SUD YUNGAS,CHULUMANI
021102,11150,263,1543,5414,3910,20,2.358744394618834,13.838565022421525,48.5560538116592,0.17937219730941703,35.06726457399103,9344,83.80269058295964,1806,16.19730941704036,2001,LA PAZ,SUD YUNGAS,IRUPANA
021102,16616,1229,3449,9136,2758,44,7.396485,20.757102,54.983149,0.264805,16.598459,11938,71.84641309581127,4678,28.15358690418873,2012,LA PAZ,SUD YUNGAS,IRUPANA
021103,3852,369,986,1888,609,0,9.579439252336448,25.597092419522326,49.0134994807892,0,15.809968847352025,2497,64.82346832814122,1355,35.17653167185878,2001,LA PAZ,SUD YUNGAS,YANACACHI
021103,6167,1263,1723,2662,489,30,20.479974,27.93903,43.165234,0.48646,7.929301,3181,51.58099562185828,2986,48.41900437814172,2012,LA PAZ,SUD YUNGAS,YANACACHI
021104,16069,93,1431,9434,5025,86,0.57875412284523,8.905345696683055,58.70931607442903,0.5351919845665567,31.271392121476133,14545,90.51590018047172,1524,9.484099819528282,2001,LA PAZ,SUD YUNGAS,PALOS BLANCOS
021104,23708,957,4957,13713,3908,173,4.036612,20.908554,57.841235,0.729711,16.483887,17794,75.05483381137168,5914,24.945166188628313,2012,LA PAZ,SUD YUNGAS,PALOS BLANCOS
021105,39354,658,4405,21514,12191,586,1.672003,11.193271,54.667886,1.489048,30.977791,34291,87.13472582202571,5063,12.865274177974284,2012,LA PAZ,SUD YUNGAS,LA ASUNTA
021105,17695,65,846,7785,8442,557,0.3673354054817745,4.781011585193558,43.99547894885561,3.147781859282283,47.708392201186776,16784,94.85165300932466,911,5.148346990675336,2001,LA PAZ,SUD YUNGAS,LA ASUNTA
021201,24189,69,529,6249,15932,1410,0.28525362768200424,2.1869444788953656,25.834056802678905,5.829095870023564,65.86464922072017,23591,97.52780189342263,598,2.472198106577366,2001,LA PAZ,LOS ANDES,PUCARANI
021201,27909,1115,3845,15407,7304,238,3.995127,13.776918,55.204414,0.852772,26.170769,22949,82.22795513991902,4960,17.772044860080978,2012,LA PAZ,LOS ANDES,PUCARANI
021202,16088,18,174,3363,12225,308,0.11188463451019394,1.0815514669318746,20.903779214321233,1.914470412729985,75.98831427150672,15896,98.80656389855793,192,1.1934361014420745,2001,LA PAZ,LOS ANDES,LAJA
021202,24260,572,2849,13667,6989,183,2.357791,11.743611,56.335532,0.754328,28.808739,20839,85.89859851607585,3421,14.101401483924155,2012,LA PAZ,LOS ANDES,LAJA
021203,20657,26,776,7326,11315,1214,0.12586532410320958,3.7565958270804085,35.46497555308128,5.876942440819093,54.775620854916006,19855,96.11753884881638,802,3.8824611511836196,2001,LA PAZ,LOS ANDES,BATALLAS
021203,17264,814,3263,9117,3960,110,4.715014,18.900602,52.809314,0.637164,22.937905,13187,76.38438368860056,4077,23.615616311399442,2012,LA PAZ,LOS ANDES,BATALLAS
021204,8043,172,1182,4864,1768,57,2.138506,14.696009,60.474947,0.708691,21.981848,6689,83.16548551535496,1354,16.834514484645034,2012,LA PAZ,LOS ANDES,PUERTO PEREZ
021204,7657,11,92,2081,5060,413,0.14365939663053415,1.2015149536371947,27.177745853467417,5.393757346219146,66.08332245004571,7554,98.65482564973227,103,1.345174350267726,2001,LA PAZ,LOS ANDES,PUERTO PEREZ
021301,26633,10,232,7949,17477,965,0.037547403597041264,0.8710997634513573,29.846431119288102,3.623324447114482,65.62159726654902,26391,99.0913528329516,242,0.9086471670484002,2001,LA PAZ,AROMA,SICA SICA
021301,30952,756,4867,17896,7159,274,2.442492,15.724347,57.818558,0.885242,23.129362,25329,81.83316102352029,5623,18.16683897647971,2012,LA PAZ,AROMA,SICA SICA
021302,9537,19,256,3079,5938,245,0.19922407465660064,2.6842822690573556,32.2847855719828,2.568942015308797,62.262766068994445,9262,97.11649365628604,275,2.883506343713961,2001,LA PAZ,AROMA,UMALA
021302,8780,207,1036,4772,2686,79,2.357631,11.799544,54.350797,0.899772,30.592255,7537,85.84282460136674,1243,14.157175398633257,2012,LA PAZ,AROMA,UMALA
021303,6945,9,41,1366,5336,193,0.12958963282937366,0.5903527717782577,19.66882649388049,2.7789776817854572,76.83225341972643,6895,99.28005759539236,50,0.7199424046076359,2001,LA PAZ,AROMA,AYO AYO
021303,7728,171,920,4286,2269,82,2.212733,11.904762,55.460663,1.061077,29.360766,6637,85.88250517598344,1091,14.117494824016564,2012,LA PAZ,AROMA,AYO AYO
021304,12020,45,158,3187,8374,256,0.37437603993344426,1.3144758735440931,26.51414309484193,2.129783693843594,69.66722129783693,11817,98.31114808652246,203,1.688851913477535,2001,LA PAZ,AROMA,CALAMARCA
021304,12168,324,1978,6950,2847,69,2.662722,16.255753,57.117028,0.567061,23.397436,9866,81.08152531229454,2302,18.91847468770546,2012,LA PAZ,AROMA,CALAMARCA
021305,22110,1520,5708,11126,3682,74,6.874717,25.816373,50.321122,0.33469,16.653098,14882,67.30890999547717,7228,32.691090004522835,2012,LA PAZ,AROMA,PATACAMAYA
021305,19315,70,492,8448,9842,463,0.36241263266891016,2.5472430753300546,43.738027439813614,2.3971006989386487,50.95521615324877,18753,97.09034429200103,562,2.909655707998965,2001,LA PAZ,AROMA,PATACAMAYA
021306,9757,254,2007,5941,1512,43,2.603259,20.569847,60.889618,0.440709,15.496567,7496,76.82689351235011,2261,23.173106487649893,2012,LA PAZ,AROMA,COLQUENCHA
021306,7951,0,10,1797,5912,232,0,0.12577034335303736,22.60093070054081,2.9178719657904666,74.35542699031569,7941,99.87422965664696,10,0.1257703433530395,2001,LA PAZ,AROMA,COLQUENCHA
021307,4963,160,1262,3078,434,29,3.223857,25.428168,62.01894,0.584324,8.744711,3541,71.34797501511183,1422,28.652024984888175,2012,LA PAZ,AROMA,COLLANA
021307,2844,3,163,1597,1046,35,0.10548523206751054,5.731364275668073,56.15330520393812,1.230661040787623,36.77918424753868,2678,94.1631504922644,166,5.836849507735593,2001,LA PAZ,AROMA,COLLANA
021401,10845,491,2158,6019,1974,203,4.527431996311664,19.898570769940065,55.50023052097741,1.871830336560627,18.201936376210234,8196,75.57399723374827,2649,24.426002766251727,2001,LA PAZ,NOR YUNGAS,COROICO
021401,18608,1909,4679,9379,2568,73,10.259028,25.145099,50.403052,0.392304,13.800516,12020,64.59587274290628,6588,35.40412725709372,2012,LA PAZ,NOR YUNGAS,COROICO
021402,16660,1476,6041,7991,1121,31,8.859544,36.260504,47.965186,0.186074,6.728691,9143,54.87995198079232,7517,45.12004801920768,2012,LA PAZ,NOR YUNGAS,CORIPATA
021402,11138,52,1193,8257,1631,5,0.4668701741784881,10.71107918836416,74.13359669599569,0.0448913629017777,14.643562578559886,9893,88.82205063745735,1245,11.177949362542648,2001,LA PAZ,NOR YUNGAS,CORIPATA
021501,8217,281,1583,4720,1495,138,3.41974,19.264939,57.441889,1.679445,18.193988,6353,77.31532189363514,1864,22.684678106364853,2012,LA PAZ,ABEL ITURRALDE,IXIAMAS
021501,5156,36,450,2666,1902,102,0.6982156710628394,8.727695888285494,51.706749418153606,1.978277734678045,36.88906128782001,4670,90.57408844065166,486,9.425911559348336,2001,LA PAZ,ABEL ITURRALDE,IXIAMAS
021502,8197,565,2585,4269,766,12,6.892766,31.535928,52.080029,0.146395,9.344882,5047,61.57130657557643,3150,38.42869342442357,2012,LA PAZ,ABEL ITURRALDE,SAN BUENAVENTURA
021502,5912,52,840,3962,1058,0,0.8795669824086604,14.208389715832206,67.01623815967524,0,17.895805142083898,5020,84.91204330175913,892,15.087956698240873,2001,LA PAZ,ABEL ITURRALDE,SAN BUENAVENTURA
021601,9070,33,115,898,6673,1351,0.3638368246968027,1.2679162072767365,9.90077177508269,14.895259095920618,73.57221609702316,8922,98.36824696802647,148,1.6317530319735312,2001,LA PAZ,BAUTISTA SAAVEDRA,CHARAZANI
021601,12862,274,824,7574,4030,160,2.130306,6.406469,58.886643,1.243974,31.332608,11764,91.46322500388742,1098,8.53677499611258,2012,LA PAZ,BAUTISTA SAAVEDRA,CHARAZANI
021602,3244,26,347,2018,821,32,0.80148,10.696671,62.207152,0.986436,25.308261,2871,88.50184956843404,373,11.498150431565968,2012,LA PAZ,BAUTISTA SAAVEDRA,CURVA
021602,2191,2,30,364,1318,477,0.09128251939753537,1.3692377909630304,16.61341853035144,21.770880876312187,60.155180282975806,2159,98.53947968963944,32,1.4605203103605646,2001,LA PAZ,BAUTISTA SAAVEDRA,CURVA
021701,14367,1147,3690,7305,2194,31,7.983573,25.683859000000002,50.845688,0.215772,15.271107,9530,66.33256768984478,4837,33.66743231015521,2012,LA PAZ,MANCO KAPAC,COPACABANA
021701,13954,202,1511,7977,4210,54,1.4476135875017917,10.828436290669343,57.16640389852372,0.3869858105202809,30.170560412784862,12241,87.72395012182886,1713,12.276049878171136,2001,LA PAZ,MANCO KAPAC,COPACABANA
021702,5914,351,1179,3273,1068,43,5.935069,19.935746,55.343253,0.727088,18.058843,4384,74.12918498478187,1530,25.870815015218124,2012,LA PAZ,MANCO KAPAC,SAN PEDRO DE TIQUINA
021702,5759,78,429,3122,2119,11,1.3544018058690745,7.44920993227991,54.210800486195524,0.19100538287897206,36.794582392776526,5252,91.19638826185101,507,8.803611738148987,2001,LA PAZ,MANCO KAPAC,SAN PEDRO DE TIQUINA
021703,2190,0,24,857,1237,72,0,1.095890410958904,39.1324200913242,3.287671232876712,56.48401826484019,2166,98.9041095890411,24,1.0958904109589014,2001,LA PAZ,MANCO KAPAC,TITO YUPANQUI
021703,6229,37,948,3858,1346,40,0.593996,15.219136,61.936105,0.642158,21.608605,5244,84.18686787606357,985,15.813132123936427,2012,LA PAZ,MANCO KAPAC,TITO YUPANQUI
021801,8003,1,96,1015,6614,277,0.012495314257153568,1.1995501686867425,12.68274397101087,3.4612020492315385,82.6440084968137,7906,98.78795451705611,97,1.2120454829438927,2001,LA PAZ,GUALBERTO VILLARROEL,SAN PEDRO DE CURAHUARA
021801,8720,77,516,5662,2412,53,0.883028,5.917431,64.931193,0.607798,27.66055,8127,93.19954128440367,593,6.8004587155963305,2012,LA PAZ,GUALBERTO VILLARROEL,SAN PEDRO DE CURAHUARA
021802,6920,37,378,4593,1874,38,0.534682,5.462428,66.372832,0.549133,27.080925,6505,94.0028901734104,415,5.997109826589595,2012,LA PAZ,GUALBERTO VILLARROEL,PAPEL PAMPA
021802,6018,0,8,1876,4082,52,0,0.13293452974410103,31.173147224991695,0.8640744433366567,67.82984380192755,6010,99.8670654702559,8,0.13293452974410513,2001,LA PAZ,GUALBERTO VILLARROEL,PAPEL PAMPA
021803,1988,9,55,1033,857,34,0.452716,2.7666,51.961771,1.710262,43.108652,1924,96.78068410462777,64,3.2193158953722336,2012,LA PAZ,GUALBERTO VILLARROEL,CHACARILLA
021803,1564,0,1,173,1372,18,0,0.0639386189258312,11.061381074168798,1.1508951406649617,87.7237851662404,1563,99.93606138107417,1,0.06393861892583175,2001,LA PAZ,GUALBERTO VILLARROEL,CHACARILLA
021901,4497,79,557,2782,1064,15,1.756727,12.386035,61.863465,0.333556,23.660218,3861,85.85723815877252,636,14.142761841227486,2012,LA PAZ,JOSE MANUEL PANDO,SANTIAGO DE MACHACA
021901,4312,41,230,1741,2198,102,0.950834879406308,5.333951762523191,40.375695732838594,2.3654916512059367,50.97402597402597,4041,93.7152133580705,271,6.2847866419295,2001,LA PAZ,JOSE MANUEL PANDO,SANTIAGO DE MACHACA
021902,1728,0,17,837,848,26,0,0.9837962962962963,48.4375,1.5046296296296295,49.074074074074076,1711,99.01620370370371,17,0.9837962962962905,2001,LA PAZ,JOSE MANUEL PANDO,CATACORA
021902,2852,22,338,1744,740,8,0.771388,11.851332,61.15007,0.280505,25.946704,2492,87.37727910238429,360,12.622720897615707,2012,LA PAZ,JOSE MANUEL PANDO,CATACORA
022001,48617,2835,9273,26911,9198,400,5.831294,19.073575,55.353066,0.822757,18.919308,36509,75.09513133266141,12108,24.904868667338587,2012,LA PAZ,CARANAVI,CARANAVI
022001,41716,510,5605,15952,19152,497,1.2225524978425544,13.436091667465721,38.23952440310672,1.1913893949563716,45.91044203662863,35601,85.34135583469173,6115,14.658644165308274,2001,LA PAZ,CARANAVI,CARANAVI
022002,10793,316,1674,6200,2506,97,2.927824,15.510053,57.44464,0.898731,23.218753,8803,81.56212359862874,1990,18.43787640137126,2012,LA PAZ,CARANAVI,ALTO BENI
022002,7824,16,511,4297,2986,14,0.2044989775051125,6.53118609406953,54.92075664621677,0.17893660531697342,38.16462167689161,7297,93.26431492842536,527,6.735685071574636,2001,LA PAZ,CARANAVI,ALTO BENI
030101,616036,248131,192065,157298,18144,398,40.278653,31.177561,25.533897,0.064607,2.945282,175840,28.54378640209339,440196,71.45621359790661,2012,COCHABAMBA,CERCADO,COCHABAMBA
030101,499465,186398,144131,122851,44580,1505,37.319531899132066,28.85707707246754,24.596518274553773,0.3013224149840329,8.925550338862582,168936,33.82339102840039,330529,66.17660897159962,2001,COCHABAMBA,CERCADO,COCHABAMBA
030201,25459,754,3417,7036,13041,1211,2.96162457284261,13.421579794964453,27.636592167799208,4.756667583172945,51.22353588122078,21288,83.61679563219295,4171,16.383204367807053,2001,COCHABAMBA,CAMPERO,AIQUILE
030201,22853,2383,4681,10204,5197,388,10.427515,20.483088,44.650593,1.697808,22.740997,15789,69.08939745328841,7064,30.91060254671159,2012,COCHABAMBA,CAMPERO,AIQUILE
030202,6773,221,1876,3622,1018,36,3.262956,27.698213,53.477041,0.531522,15.030267,4676,69.03883065111472,2097,30.96116934888528,2012,COCHABAMBA,CAMPERO,PASORAPA
030202,4574,92,435,1598,2443,6,2.0113686051595976,9.510275470048098,34.93659816353301,0.13117621337997376,53.41058154787932,4047,88.47835592479231,527,11.52164407520769,2001,COCHABAMBA,CAMPERO,PASORAPA
030203,5558,252,1432,3362,481,31,4.534005,25.764664,60.489385,0.557755,8.654192,3874,69.70133141417776,1684,30.298668585822234,2012,COCHABAMBA,CAMPERO,OMEREQUE
030203,5913,70,779,3037,2003,24,1.1838322340605445,13.17436157618806,51.36140706916963,0.4058853373921867,33.87451378318958,5064,85.64180618975139,849,14.358193810248608,2001,COCHABAMBA,CAMPERO,OMEREQUE
030301,23183,841,2311,10719,8458,854,3.627658,9.968511,46.236466,3.683734,36.48363,20031,86.40383039296036,3152,13.59616960703964,2012,COCHABAMBA,AYOPAYA,INDEPENDENCIA
030301,26564,52,615,3391,15765,6741,0.19575365155850025,2.3151633790091855,12.765396777593734,25.37644932992019,59.34723686191838,25897,97.48908296943232,667,2.5109170305676827,2001,COCHABAMBA,AYOPAYA,INDEPENDENCIA
030302,16948,65,469,3691,10180,2543,0.38352607977342457,2.7672881755959406,21.778380929903232,15.004720320981827,60.06608449374558,16414,96.84918574463065,534,3.1508142553693546,2001,COCHABAMBA,AYOPAYA,MOROCHATA
030302,12611,205,744,6666,4736,260,1.625565,5.899611,52.858615,2.061692,37.554516,11662,92.47482356672747,949,7.52517643327254,2012,COCHABAMBA,AYOPAYA,MOROCHATA
030303,16869,0,70,1738,11602,3459,0,0.4149623569861877,10.302922520599916,20.505068468788902,68.77704665362499,16799,99.5850376430138,70,0.41496235698619444,2001,COCHABAMBA,AYOPAYA,COCAPATA
030303,17430,91,480,9116,7340,403,0.522088,2.753873,52.300631,2.312106,42.111302,16859,96.72403901319564,571,3.2759609868043604,2012,COCHABAMBA,AYOPAYA,COCAPATA
030401,8548,519,2057,3775,1784,413,6.071595694899392,24.064108563406645,44.162377164248944,4.831539541413196,20.87037903603182,5972,69.86429574169397,2576,30.135704258306035,2001,COCHABAMBA,ESTEBAN ARZE,TARATA
030401,7722,1331,2301,3115,910,65,17.236467,29.79798,40.33929,0.841751,11.784512,4090,52.965552965552966,3632,47.034447034447034,2012,COCHABAMBA,ESTEBAN ARZE,TARATA
030402,8999,154,393,1675,6544,233,1.711301255695077,4.367151905767307,18.613179242138013,2.5891765751750193,72.71919102122459,8452,93.92154683853762,547,6.078453161462377,2001,COCHABAMBA,ESTEBAN ARZE,ANZALDO
030402,7050,515,568,3662,2178,127,7.304965,8.056738,51.943262,1.801418,30.893617,5967,84.63829787234043,1083,15.361702127659575,2012,COCHABAMBA,ESTEBAN ARZE,ANZALDO
030403,16909,1909,5109,7753,2055,83,11.289846,30.214679,45.851322,0.490863,12.153291,9891,58.49547578212786,7018,41.50452421787214,2012,COCHABAMBA,ESTEBAN ARZE,ARBIETO
030403,9391,587,3699,4359,746,0,6.250665530827387,39.38877648812693,46.41678202534341,0,7.943775955702267,5105,54.36055798104569,4286,45.63944201895431,2001,COCHABAMBA,ESTEBAN ARZE,ARBIETO
030404,4240,2,75,1697,2441,25,0.04716981132075472,1.7688679245283019,40.02358490566038,0.589622641509434,57.570754716981135,4163,98.18396226415095,77,1.8160377358490507,2001,COCHABAMBA,ESTEBAN ARZE,SACABAMBA
030404,4249,78,510,2661,972,28,1.835726,12.002824,62.6265,0.658979,22.875971,3661,86.16144975288303,588,13.838550247116968,2012,COCHABAMBA,ESTEBAN ARZE,SACABAMBA
030501,11416,501,3149,6196,1570,0,4.388577435178696,27.58409250175193,54.27470217238963,0,13.752627890679747,7766,68.02733006306939,3650,31.972669936930615,2001,COCHABAMBA,ARANI,ARANI
030501,9273,1491,3219,3763,782,18,16.078939,34.713685,40.580179,0.194112,8.433085,4563,49.2073762536396,4710,50.7926237463604,2012,COCHABAMBA,ARANI,ARANI
030502,12425,66,562,5770,6025,2,0.5311871227364184,4.523138832997988,46.438631790744466,0.01609657947686117,48.49094567404427,11797,94.94567404426559,628,5.054325955734413,2001,COCHABAMBA,ARANI,VACAS
030502,8750,262,1272,5724,1459,33,2.994286,14.537143,65.417143,0.377143,16.674286,7216,82.46857142857142,1534,17.531428571428574,2012,COCHABAMBA,ARANI,VACAS
030601,10352,82,396,5354,4269,251,0.792117,3.825348,51.719474,2.424652,41.238408,9874,95.38253477588871,478,4.617465224111283,2012,COCHABAMBA,ARQUE,ARQUE
030601,11533,8,82,419,4025,6999,0.06936616665221539,0.7110032081852077,3.633052978409781,60.68672504985694,34.89985259689586,11443,99.21963062516258,90,0.7803693748374201,2001,COCHABAMBA,ARQUE,ARQUE
030602,11629,1,7,433,7187,4001,0.008599191675982457,0.0601943417318772,3.7234499957004044,34.40536589560581,61.802390575285926,11621,99.93120646659214,8,0.06879353340785599,2001,COCHABAMBA,ARQUE,TACOPAYA
030602,9784,94,628,5889,3049,124,0.960752,6.418643,60.190106,1.267375,31.163123,9062,92.62060506950122,722,7.3793949304987745,2012,COCHABAMBA,ARQUE,TACOPAYA
030701,16615,417,3973,6900,4501,824,2.5097803189888657,23.912127595546192,41.528739091182665,4.959374059584713,27.089978934697562,12225,73.57809208546495,4390,26.421907914535055,2001,COCHABAMBA,CAPINOTA,CAPINOTA
030701,19041,2850,5472,7985,2599,135,14.967701,28.737986,41.935823,0.708996,13.649493,10719,56.29431227351505,8322,43.70568772648495,2012,COCHABAMBA,CAPINOTA,CAPINOTA
030702,6339,380,1713,3277,923,46,5.994636377977599,27.023189777567442,51.69585108061209,0.7256665089130778,14.5606562549298,4246,66.98217384445496,2093,33.01782615554504,2001,COCHABAMBA,CAPINOTA,SANTIVAÑEZ
030702,6279,681,2023,2794,731,50,10.845676,32.218506,44.497531,0.796305,11.641981,3575,56.935817805383024,2704,43.064182194616976,2012,COCHABAMBA,CAPINOTA,SANTIVAÑEZ
030703,3680,77,518,2102,925,58,2.092391,14.076087,57.119565,1.576087,25.13587,3085,83.83152173913044,595,16.168478260869566,2012,COCHABAMBA,CAPINOTA,SICAYA
